jband,k,e,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12
0,1.352,-43.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.994,0.005,0.000
0,1.360,-43.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.995,0.004,0.000
0,1.368,-43.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.993,0.006,0.000
0,1.375,-43.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.993,0.006,0.000
0,1.383,-43.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.993,0.006,0.000
0,1.391,-43.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.993,0.006,0.000
0,1.399,-43.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.993,0.006,0.000
0,1.406,-43.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.993,0.006,0.000
0,1.414,-43.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.993,0.006,0.000
0,1.422,-43.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.993,0.006,0.000
0,1.429,-43.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.993,0.006,0.000
0,1.437,-43.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.993,0.006,0.000
0,1.445,-43.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.993,0.006,0.000
0,1.452,-43.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.991,0.008,0.000
0,1.460,-43.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.992,0.007,0.000
0,1.468,-43.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.992,0.007,0.000
